,sepal_length,sepal_width,petal_length,petal_width
42,7.537967338195271,3.309627719945249,4.810558391833906,1.425550560797208
43,5.68611728692024,2.68690244556009,4.469564563603321,1.2521647966009872
44,4.540793324894813,3.0738147061461754,1.1661346379109225,0.10419393871622953
45,5.474876161753159,3.2697647073962033,4.8529902247070895,1.5471030628038667
46,5.575324002541373,3.470742374538591,1.627209717736576,0.2002835258797449
47,5.247164799355414,3.2106755288692117,1.6341790742268882,0.10206938735923528
48,5.666690487891267,3.036458522058514,5.263081964455257,2.0340783102346927
49,7.5484780135736615,3.143552580610768,5.524401849994392,2.528662039551022
50,4.835313906949722,3.3373577753751484,1.5235110809563297,0.2156159241644375
51,6.897659217109279,3.3294971651597653,5.770714897599557,1.96288259582062
52,5.847056658131311,2.775898807185406,4.437436629106977,1.2319141017486366
53,6.9875393591784585,3.0067807511115654,5.992721932960907,2.2797242869950534
54,6.664434792265432,3.0566843085119704,5.5718786257916335,1.8703133890624846
55,5.8065346550582175,3.9614310042604277,1.3673947388297165,0.43447107745851166
56,7.827022709815561,3.0450731467696235,6.960141759050754,2.131535786144537
57,5.319217269956214,3.867529018549773,1.4394841849070423,0.20291613555536012
58,6.229308624557729,2.730240261953774,4.199146294891649,1.074818229054203
59,8.010216157972028,2.9110119704812942,6.701466329733401,1.9217642812819193
60,6.646013535434202,3.010101218786308,5.475629302488954,1.6373221655555432
61,5.268639226556409,3.241832685068295,1.7205345169194002,0.20262284875541692
62,5.390340946226598,3.891314530576213,1.5961180472699925,0.43006992938246524
63,6.604053861175028,2.9691212817210406,4.308687317207427,1.3545305742161369
64,5.294701441751797,3.594993221293982,1.5443384270559697,0.21775030526517974
65,5.602179421137775,3.7583838934621596,1.3681798062850004,0.2051940507419442
66,5.904903463941874,3.9529829404331465,1.7373949555837065,0.4037906431394651
67,6.806736898635889,3.178216088968963,5.733314197575255,1.9052795881510618
68,5.692618806633659,2.856690760507133,4.735265122877169,1.2804699578162342
69,7.860323059456923,3.472758610913164,6.094809450862126,1.9550157098363632
70,7.336076982419974,3.2231326294326252,6.156382806623828,2.3527056601986853
71,6.25992527620506,3.1584302087724017,4.339367186156369,1.4191051841267572
72,7.949945036680862,2.802217469887593,7.316526499614154,2.5155672971755063
73,5.876603384229772,2.921367026299544,4.068223096218915,1.2485517758080151
74,6.076608318265578,2.5778492331465035,3.9958528031796927,1.1916496765528115
75,7.481437772118091,3.937973878090464,6.259857045027518,2.5107733197127184
76,6.999897136739813,3.2373510583732767,5.379962033749152,2.0582761800116267
77,6.80303859160095,3.171058365209828,4.468700230862753,1.494712183487861
78,7.755246671650473,3.4322902081712487,6.243068516775625,1.9206919924555295
79,6.919419530405905,2.877411342704457,5.2722920467689125,1.6045521319722047
80,6.5925063405889,3.006198984995046,4.648837104152134,1.3284844905545554
81,6.768648774814096,3.2420685905829716,5.2798688313941105,2.079628710333264
82,6.062557679597434,3.0437261343881756,4.5989879343637075,1.315093051980055
83,5.46759773810406,4.026910338594848,1.934247981370117,0.4285455862284846
84,6.39946780512806,2.857908468456087,5.353950023487687,1.5530318989585616
85,6.6112975635694085,3.1920734874318426,6.001989623798355,1.8453123443211192
86,6.795295029320724,3.4747393814225065,4.626530210960123,1.597990500306171
87,5.9914450636402785,2.7898942471620365,4.36749281888517,1.2667226313091249
88,6.011362146073343,2.8799760658098794,4.946868136825659,1.4034778976939795
89,5.2097161540563,4.022144210123598,1.5312386386953671,0.30495590634115505
90,5.433316717466576,4.259094322725493,1.3914847287235594,0.4245763617401684
91,6.499802139220659,2.204076151217592,5.490875908583815,1.5479139522445995
92,7.295372147650275,3.3727135467897096,5.708191051124423,2.5724647789411197
93,7.359703545812617,3.100760039341748,5.836487620517957,2.261359605490984
94,7.263815369963984,3.2719431474183147,4.826440704321448,1.5118855137358413
95,5.258993912335497,2.5799191397347396,4.8072757227644605,1.8384569391268502
96,7.057663028359246,3.032150851447053,5.38253589420239,1.8520333042007342
97,6.050691396846192,2.8309581040893663,5.115146830516354,1.9324571724213822
98,6.138487818617104,3.141722741523953,5.054989021931735,1.500208639524443
99,7.915283314285127,3.906761448804722,6.7870342546046505,2.3726445728037944
100,5.04341483136095,3.115266976433703,1.4688783003080619,0.31308352621815144
101,5.356813701394833,3.799778252724127,1.512220770255106,0.20928886964571725
102,7.618117843718514,3.1638612249359115,6.515521385181103,1.8470446576624326
103,6.67938363194985,3.062367123470899,4.773094680236535,1.5521368410552143
104,5.087370738214448,2.5471536687947784,4.8985727170525974,1.7273830448480083
105,5.368003651811971,2.7090374649933247,3.038418979258454,1.1605719084063004
106,7.085159016024049,3.3447357916204288,5.6192496893845965,2.5280535513784703
107,6.704943416780155,2.7408311450150946,5.1477047956817055,1.5600706751439222
108,5.021410492378125,3.519157839693228,1.4427800485777509,0.32736140432402216
109,4.752206482635859,2.900756230683836,1.494644251654636,0.21901268173742205
110,5.863045037052542,2.804624727161196,4.489725735630972,1.3458905215743484
111,6.735254664390997,3.474683933603521,4.618658085694466,1.5376470495872867
112,4.901827984478778,3.560144175981785,1.7233630086046692,0.20432229554372508
113,6.901367625459163,2.6005291668917243,5.170359645309508,1.9475289929643598
114,4.6203252403012955,2.3940472296492694,1.3024345365358578,0.30793950597522707
115,6.7938376358368755,3.0938324457147144,5.056672635866267,1.3729315853463433
116,5.278248124222029,2.9478101654598854,4.063386211955335,1.512107741263972
117,6.851916404409307,3.263169372106276,4.5056231993068465,1.4151551520322125
118,5.138072604396542,3.3329455804247554,1.5638592494368013,0.10105994340741253
119,5.012557375634653,3.4959360373818122,1.688805000235133,0.40728448020102664
120,6.651628548858142,3.2017469153167673,4.883836750639845,1.4773407064034645
121,6.604085063127564,3.2145181353771264,5.561942578210421,2.1962108029221397
122,6.817754971379721,3.075702329195061,4.76530436356055,1.4175954922672884
123,6.558215942866218,2.2417541203534124,4.28518980491311,1.0706166707156966
124,5.384715121807355,3.5158317884924437,1.4846740733977248,0.21739791509322515
125,5.8862951195509,2.641795761716491,3.7484048831345573,1.0190705859661076
126,6.301968038847121,3.2892311083474466,5.409401457734641,1.8483031109328172
127,6.0897441911836845,2.775963221307162,5.2398779477881,1.656692116477646
128,5.5132420823639725,3.52663590262692,1.81870262673871,0.21575722057254573
129,7.204961973865263,3.1803047957492248,5.824213682939938,2.504529398665827
130,5.891415449823302,3.0487337101788783,4.255201256001904,1.2120806901213097
131,5.172129789352175,4.046138433792313,1.5824009671883383,0.31847025941014484
132,4.88446683738434,3.3389442424901326,1.7389678244720432,0.21670174380676885
133,7.380676006362364,3.416591167189583,5.903534466015219,2.3243854707012654
134,7.0939812967192335,2.731521498925015,6.294782706271875,1.8770515109097634
